Age,Estimated_Income,Superannuation_Savings,Amount_of_Credit_Cards,Credit_Card_Balance,Bank_Loans,Bank_Deposits,Checking_Accounts,Saving_Accounts,Foreign_Currency_Account,Business_Lending,Properties_Owned,Nationality_encoded,Occupation_encoded,Loyalty_Classification_encoded
76,369740.37,47076.14,1,2451.86,701426.46,413197.82,270949.39,35900.79,738.54,2096510.95,1,4,85,1
53,143055.44,53761.4,1,1566.87,95186.81,175782.18,97656.77,215821.45,27629.36,334058.29,3,1,54,2
25,290003.44,14490.06,2,10487.88,991961.8,446223.12,102466.05,253157.25,80231.23,707174.79,2,2,171,0
38,439038.72,42208.68,1,2877.22,360182.34,2504280.57,840597.67,874221.58,16890.99,3015372.3,0,4,77,1
55,88044.48,32454.0,1,797.94,1378713.96,1800941.06,914323.92,343841.21,37149.84,1556729.46,2,1,39,3
26,178665.88,48672.69,1,1214.07,1006654.66,540341.8,364730.71,205059.71,38404.74,1614847.85,0,3,88,3
53,243019.98,47511.36,1,985.29,130808.17,302827.01,400347.58,72267.87,30474.44,654628.52,0,2,150,3
55,146013.3,56286.9,3,5845.32,501918.03,540423.01,375169.7,60741.76,37488.83,1325879.28,3,4,156,3
60,229493.03,64475.19,2,689.6,1959490.83,892214.75,465788.58,108443.45,34932.84,1313564.36,2,4,5,2
22,108847.47,7393.47,1,2935.23,129402.67,257681.31,177419.92,294010.15,18533.78,640916.4,3,4,169,1
51,176353.61,8156.85,2,2873.65,876493.51,888786.2,389373.0,242257.72,45692.18,240577.3,1,0,88,1
49,26233.91,4819.5,1,2928.65,293246.33,589372.99,292210.14,227428.64,8724.9,202155.53,0,4,167,3
68,125061.12,67656.8,1,7810.11,1608721.45,268710.53,157426.37,119698.33,39547.85,1478636.44,1,4,118,1
51,408724.64,67128.88,1,8298.04,1939256.88,1980580.45,587984.82,1037916.7949999999,2008.12,1813619.23,1,4,194,3
44,110634.59,53911.08,1,6032.99,863656.13,491522.76,419087.83,86508.01,51942.28,1249293.59,1,2,9,0
57,33068.7,33989.4,1,278.62,55472.27,96495.57,28319.35,88817.88,30365.66,256321.89,3,4,50,1
68,51004.69,9524.75,2,2530.84,238781.5,619282.97,124747.65,301532.89,511.17,0.0,0,2,66,0
79,343198.66,27522.88,1,4049.93,140800.99,758995.41,582243.06,306509.38,11408.94,637394.98,0,4,86,1
27,69438.85,18824.4,1,2304.89,399840.07,784168.27,510090.04,228626.92,25895.87,1079543.35,3,4,31,3
63,158603.63,32769.66,1,1717.25,309892.97,95126.02,134905.99,38050.41,3524.37,507150.57,1,4,37,1
42,62265.14,20300.16,1,2802.88,141136.94,565013.46,239239.93,275176.83,11120.96,583342.47,1,1,35,3
85,288440.81,5937.12,1,1909.77,397326.42,265216.0,168773.82,263367.53,15874.0,654569.82,2,2,119,1
75,236297.5,5771.52,1,1731.99,360708.1,104336.33,84773.27,25584.14,36848.64,1427206.35,3,4,104,0
27,80037.92,10018.32,2,3484.21,0.0,209303.42,38870.64,102887.58,30046.74,898556.2,1,1,156,1
39,126994.67,45002.16,3,918.84,816538.67,1418385.14,396667.03,563747.99,19105.38,1653331.26,3,4,48,0
55,92114.96,18873.2,1,3427.57,217895.79,294751.53,210899.8,51403.65,19585.44,322892.03,2,0,136,0
37,135310.88,16960.05,2,3381.89,444838.53,399816.79,138779.38,214645.45,49777.1,1393780.06,1,4,163,2
66,121719.63,24659.52,1,4550.14,217964.03,271006.11,66057.74,72324.75,3055.62,296392.19,3,1,171,1
76,79121.7,69313.5,2,10155.91,0.0,720791.32,213794.03,484396.2,16555.52,2421699.84,2,4,40,1
46,295097.53,68695.54,1,2619.59,698016.6,1133099.27,365896.64,618955.47,78642.39,305529.17,2,1,110,3
74,50054.16,4521.9,3,389.45,276227.71,91304.24,39311.55,55999.93,11444.98,43473.89,2,4,163,1
49,193729.94,44815.46,2,2062.15,66053.91,684295.05,337704.05,534461.09,47911.89,992911.86,2,4,96,0
75,98721.84,16852.8,1,738.75,578759.42,383172.49,304167.85,63598.73,19375.17,326498.9,0,2,95,1
54,46065.04,15053.6,1,639.27,286540.1,826638.75,173663.6,609559.24,18316.96,1111305.78,1,2,79,0
24,72688.95,5604.02,1,2577.26,44247.13,47024.48,16596.87,24784.67,24564.97,362233.8,1,4,102,1
71,69702.8,14574.56,1,381.89,182134.76,686320.34,393624.9,111022.41,26204.59,885319.28,2,0,20,3
59,244042.61,43812.09,1,3683.15,836010.44,2323735.38,690385.15,784850.04,4035.26,201503.57,1,4,178,1
81,115657.17,19317.21,1,2088.73,345084.42,1487333.25,244751.04,550313.3,31061.88,1007503.31,2,0,130,3
46,54599.92,27873.12,1,2993.76,551546.35,275577.72,112855.64,89759.6,35534.52,600977.16,3,2,10,1
56,54647.58,18484.8,1,3495.94,594957.31,124497.1,32161.75,62995.53,394.37,308037.5,2,1,174,0
85,90061.21,22896.08,1,1568.54,127661.63,433119.98,152458.23,230904.93,10078.95,354743.59,1,0,163,3
61,272405.89,35236.8,1,6903.14,1577746.19,2112808.81,730845.82,442493.92,70445.27,1879077.01,1,4,173,1
74,86385.43,11743.34,1,2450.37,994548.81,1040580.0,699700.34,110516.77,36387.26,1140703.77,2,2,144,1
68,80765.88,13141.2,1,903.76,78101.29,48562.8,32654.3,46477.95,15065.44,290271.67,3,4,173,3
49,317479.68,49484.82,1,2589.71,119431.69,859290.28,478213.72,266305.26,51445.78,676196.14,0,1,77,0
79,82419.81,19836.32,1,387.73,648406.53,780884.11,229307.24,269405.02,28843.87,510418.69,1,3,179,3
84,54454.9,30420.6,2,1502.34,681860.68,0.0,0.0,0.0,11669.45,1308107.72,2,4,27,3
58,168781.14,66158.9,1,131.2,1150087.28,1056468.66,215605.85,251540.16,74636.38,3207843.85,1,2,159,2
64,197781.43,26229.72,1,851.52,542724.02,117251.75,99527.65,24295.65,46165.52,1221165.57,2,4,165,1
61,96837.0,22583.88,1,1942.2,638341.65,636611.63,417617.23,98089.12,31928.85,557118.9,3,0,106,1
61,371154.58,27938.35,2,1606.86,643011.9,101813.11,89086.47,43426.12,48379.28,878224.36,3,4,161,0
38,85465.24,12609.63,2,2171.62,744818.47,430063.8,104047.69,284050.2,503.73,111927.25,0,4,0,1
28,241251.12,61785.9,1,6139.25,328691.19,717212.31,654456.23,128291.35,50692.09,619029.46,0,2,22,0
49,408476.1,18739.63,1,10403.05,336890.81,2680738.31,1379657.16,361899.67,50887.93,454809.99,0,4,158,1
60,239229.98,11691.92,1,2544.53,413862.03,36214.18,36754.69,14355.95,14160.96,196780.93,0,4,93,2
77,185599.45,23896.32,2,1233.15,457126.66,303143.84,249011.02,107399.53,26623.11,407741.25,1,1,82,1
38,56445.0,38555.0,1,836.97,521608.95,163906.23,168657.14,61999.31,19965.15,735328.52,1,4,189,1
75,99734.47,20219.16,1,1499.05,99562.41,63984.19,43841.02,49267.83,3357.81,302583.13,3,4,148,3
50,84560.85,41988.42,3,5094.57,750123.76,628956.63,647187.26,309282.59,10685.34,725223.24,2,4,190,3
59,178150.43,33841.26,2,4455.69,1312815.7,758087.11,351969.01,489958.92,6293.65,1051827.29,2,2,44,0
52,222815.17,40789.28,1,4068.8,961006.42,88271.98,29724.24,46468.89,42918.9,912686.23,0,2,173,1
79,31129.69,17601.5,2,1088.96,263810.88,403236.86,100809.22,169233.47,24209.92,531731.84,1,3,41,3
71,238171.36,45622.7,1,2980.02,201655.5,188913.44,134938.17,121444.35,5926.36,661552.8,2,4,116,1
84,172352.72,4285.44,1,2762.38,172387.01,41045.71,19762.75,53435.43,7493.64,677016.23,2,2,115,2
68,131962.8,10259.67,1,4450.75,547003.72,561714.63,236175.47,458435.74,11136.97,973558.95,0,4,21,2
27,74853.5,27744.29,2,2065.56,41043.83,226872.99,112290.67,112199.01,36351.45,220870.88,1,3,111,1
60,71177.0,7326.8,1,1704.89,70025.09,97662.16,66821.48,48728.28,12845.19,343348.38,1,4,51,3
20,139358.03,11286.88,1,213.26,231925.55,286708.17,268210.87,106821.92,30905.16,836814.73,0,4,121,3
24,255812.79,4390.4,1,6332.29,514660.2,425839.2,209184.17,177507.71,53165.95,534141.62,1,4,109,0
20,239451.31,19287.29,2,5343.05,315742.19,817822.45,625393.63,410835.51,31017.25,119820.52,2,0,190,1
73,123955.5,7143.63,1,2552.68,818746.98,93146.24,53997.82,12284.5,18611.49,564580.41,2,0,187,3
64,340898.84,11660.31,3,5652.54,570690.06,676238.74,383635.44,333242.65,51703.08,1202945.89,0,4,3,0
69,113169.48,26216.72,1,2889.41,163914.44,545505.68,199432.18,286478.47,16409.78,417685.79,0,4,140,3
62,49986.85,19271.46,1,3557.99,181563.18,94786.29,28061.73,38070.41,14690.77,191065.76,2,2,166,1
79,83994.66,3466.24,1,600.32,534980.48,550849.92,275424.96,294704.71,27373.44,101714.56,0,1,58,3
32,308476.77,45987.12,1,7131.0,501679.15,1472296.81,686408.65,317638.09,22795.32,2438528.63,0,1,173,1
26,89041.08,17562.24,1,1276.31,207413.11,65425.86,87586.24,17939.35,2289.93,460558.02,3,4,105,3
22,381103.3,22245.55,1,4636.72,573978.5,592604.24,311896.97,103965.66,2487.8,2167704.06,0,4,149,1
49,338807.39,57559.36,1,2247.65,564042.57,429505.99,355684.65,217638.74,3969.02,999527.19,3,2,1,3
25,155456.35,56270.88,2,11374.73,850612.73,2918088.55,1266340.31,534799.37,96425.36,426597.13,3,4,78,3
45,199546.53,12853.32,1,4383.23,975487.5,781992.09,243981.53,286209.11,7917.75,2038248.79,2,2,172,1
59,323979.45,36752.67,1,2910.47,2080975.63,1199695.67,334798.79,339262.78,65549.21,1225924.24,2,4,24,1
71,116733.05,45004.7,2,7012.68,1369673.32,418166.68,226802.27,127576.28,34458.24,401783.75,1,1,168,3
27,448729.19,41536.16,1,845.48,1484029.0,1221003.76,586081.8,742858.69,43433.2,1266370.8,2,4,94,1
21,141027.42,19663.48,2,2029.4,264240.74,207162.43,76323.0,115792.9,25234.48,457641.72,2,2,27,0
17,80085.64,22494.52,2,207.17,189393.85,347282.58,356797.17,121311.04,1011.79,355533.71,3,4,80,0
48,318685.72,38548.44,1,2041.54,1461717.64,2830536.61,1333091.43,369795.91,22899.58,1976946.38,0,1,191,1
74,49932.69,27622.72,1,380.63,639697.94,656176.23,136348.31,162254.49,45820.47,1040900.38,1,4,187,2
78,169936.36,7795.8,1,3232.52,994804.79,638808.87,453108.61,301280.09,41118.41,434504.79,2,2,52,1
51,196246.44,20241.21,1,1802.49,1226915.48,1378832.7,998950.22,501866.96,38252.58,1971775.95,1,2,104,2
34,111485.05,45239.43,1,2997.39,77814.06,66858.13,51872.69,62765.95,18558.93,338631.18,3,3,130,0
72,196216.48,46580.16,1,5982.17,1520782.98,570748.36,300623.18,94543.81,43542.99,1208409.05,0,1,104,3
82,110364.71,24412.82,1,752.52,94224.55,350433.96,303360.74,239445.77,26551.58,479127.01,2,4,161,1
21,404760.25,41342.34,2,4733.35,1022752.85,425498.09,212749.04,145323.96,64179.71,477400.93,0,4,149,3
35,284371.28,42186.24,1,521.63,1183883.67,1689110.1,410547.59,884436.82,25317.27,1020760.47,2,1,71,2
74,121293.88,20721.92,1,2167.26,1183417.53,0.0,0.0,0.0,5374.14,182024.19,3,3,51,2
70,127187.15,30942.37,3,2059.75,277278.4,87108.72,59009.13,58671.94,9987.64,256403.88,0,4,14,1
22,133700.24,48330.15,2,9127.06,1662808.9,861107.97,348543.7,341572.83,24721.89,2730628.03,2,2,2,3
82,474482.25,70427.7,1,1070.78,1601301.31,1020310.16,637693.85,429217.02,850.82,2141715.89,3,4,65,0
83,287767.5,16043.75,1,4195.26,417783.64,419185.54,644303.7,109531.63,28074.74,893733.13,1,4,62,0
67,306850.53,37296.74,1,3782.7,581449.04,627022.95,143471.35,360750.75,31778.37,887980.66,0,2,96,0
52,174156.78,6242.74,2,4121.76,1064873.47,1500152.07,767253.35,234298.56,46303.85,1242500.61,3,4,23,3
71,371047.11,39205.33,1,3952.69,1813756.34,258168.25,86611.29,78349.9,29880.25,1394498.56,3,0,140,1
17,106907.96,8246.92,1,2552.68,630246.31,460917.09,124921.46,293608.5,22214.7,349680.11,0,4,150,1
62,355157.28,27284.8,1,634.3,590881.31,590910.23,284305.86,218525.29,78541.76,915318.48,1,2,103,1
73,123522.7,28552.79,1,3893.78,803847.67,452591.0,166393.75,178041.31,40706.38,553239.95,1,2,145,0
56,58211.57,17724.72,3,3026.61,292505.69,260533.74,104623.78,52270.86,5871.62,745970.34,0,1,123,3
73,319195.38,54387.26,1,5086.3,916496.12,895195.27,548078.74,292308.66,40301.01,234573.15,3,3,100,0
85,159587.32,16346.17,1,2095.24,257156.83,390039.92,225812.58,70959.89,61461.54,1604851.07,2,4,98,1
73,133713.43,17667.93,1,789.68,936515.91,789183.24,342366.26,292636.11,15525.12,1344158.12,3,4,58,1
65,91644.67,10116.64,1,1128.11,240786.0,310811.18,141277.81,149754.48,22730.0,1430955.43,2,1,179,3
67,84951.92,13223.6,1,681.79,214777.3,170981.82,158912.52,51535.93,19774.86,325713.78,0,2,17,3
63,353210.83,32236.84,3,2521.03,774648.5,324112.57,324112.57,87369.48,19955.59,177248.76,2,4,185,0
42,130687.16,23800.07,1,1414.06,35952.58,45415.83,34659.45,26353.13,23962.61,392791.7,2,0,41,0
36,236680.12,26152.72,1,739.02,648040.93,60731.76,61695.76,42338.72,25412.03,1269826.03,2,4,72,0
17,198096.2,11072.16,2,6595.85,114777.98,917484.85,732223.49,121478.52,20052.03,1698348.54,0,3,115,2
26,82356.13,27260.9,1,482.19,332169.78,115980.83,161935.49,55758.33,9475.15,298593.23,2,4,103,1
51,93928.1,19666.64,1,2922.87,446821.23,458924.74,307630.87,173080.19,4099.16,256757.25,2,0,69,0
45,145733.44,42675.0,2,6157.46,1213139.81,801883.53,328390.4,326481.15,12662.21,1490464.24,1,2,41,1
69,302773.11,33310.44,2,8754.42,501607.7,1209300.2,414869.41,552041.13,85821.98,1245921.22,1,4,70,0
33,57690.28,13255.32,1,2726.88,535299.65,327206.38,208594.07,216447.02,6204.12,48790.25,0,2,80,1
84,91733.47,34793.04,2,1347.73,267703.9,686462.45,239928.62,311374.04,23695.87,821628.71,0,4,107,1
76,35261.85,13344.3,1,2166.05,430803.36,24846.15,21222.75,5310.86,20710.08,427273.34,3,4,110,1
64,44123.98,8392.63,1,651.4,450969.08,380147.71,161149.57,183999.76,26413.51,487106.77,3,2,46,1
44,211242.43,28260.6,1,2778.24,616290.21,696707.01,443359.0,396851.55,44530.06,1336291.03,0,4,48,0
64,134525.88,27954.96,1,5305.34,1028225.09,879980.85,637986.12,434270.55,58722.75,755999.55,1,1,7,0
44,146610.24,18992.4,3,683.43,435339.3,96693.04,93176.93,64450.3,2869.35,638184.03,2,4,84,2
62,133139.87,35311.72,1,7672.03,930495.57,2500209.69,729227.83,755271.68,30735.13,2508430.35,2,2,131,3
20,201867.47,11760.0,2,1309.11,1286811.44,465096.93,313845.89,52068.17,37946.98,1169189.59,0,2,165,1
73,93315.7,30058.95,1,4268.59,458715.34,0.0,0.0,0.0,37508.14,1534082.33,2,4,191,3
64,102321.97,8179.91,1,677.78,349666.15,61904.57,58884.83,14615.52,24266.92,545803.22,2,3,96,0
31,163869.5,16638.75,1,1687.23,422732.93,260002.59,86667.53,224468.9,7039.31,427554.86,0,4,175,3
60,30051.28,26736.0,2,4143.62,263904.77,0.0,0.0,0.0,20172.29,135815.68,2,4,160,1
38,42052.76,20838.51,1,412.37,573119.5,727382.03,256415.25,280225.24,22730.88,671394.6,1,1,49,0
75,96822.57,40904.64,1,8615.55,625975.51,1360829.73,468857.3,829877.42,56068.56,690465.7,1,1,105,1
23,230457.29,5469.96,1,1370.38,671647.15,1119286.51,202769.3,401483.21,10071.27,1975799.99,3,4,141,3
73,61641.57,4504.64,2,2050.56,62056.98,211125.77,185378.73,56231.55,1865.27,452009.85,2,2,41,1
56,211605.61,32733.84,1,1262.04,885758.4,1904110.56,616824.55,412736.08,64345.65,439166.47,2,2,168,3
73,487056.88,66073.71,1,11003.2,401548.91,154460.7,31872.84,107043.72,21230.67,1420511.03,2,1,65,1
49,65006.54,43491.8,1,3575.55,346892.24,262181.5,127118.3,172880.89,34090.78,96305.35,2,1,0,0
28,253649.81,58796.25,1,4245.79,1007881.84,975039.79,769768.26,295077.83,19506.11,867041.25,1,1,180,1
19,215132.18,53135.67,1,2355.22,1167192.46,221946.1,183981.64,125341.14,59040.25,112663.21,1,3,93,0
75,169548.06,13919.5,2,4898.56,87256.75,629108.14,208367.03,96169.4,46589.07,1556067.51,3,4,92,3
21,43815.12,18123.56,1,2300.84,292482.63,375603.21,165100.31,193167.36,1639.38,254205.81,0,1,118,1
22,230267.66,54916.4,1,3467.76,0.0,557684.66,196457.09,459139.24,30163.65,831192.95,3,4,99,0
17,258753.8,54229.88,2,3595.08,725874.43,180850.89,164703.49,159826.97,25770.76,636208.28,2,4,55,3
30,389746.08,35218.4,1,2219.9,386539.66,1252407.57,399704.54,405478.05,51611.64,1909063.3,3,1,185,1
38,149042.79,22769.8,3,1300.43,894827.39,584732.44,318604.21,35983.53,48948.29,1021339.24,3,2,0,3
17,123939.66,43769.35,1,1731.52,1876810.69,3157817.395,941105.92,986230.74,94340.84,2627767.21,1,2,88,1
20,101285.02,33915.6,1,3632.95,662146.1,1104737.11,920614.26,234756.64,60285.77,1749833.63,3,2,173,1
48,321119.76,48322.6,2,7706.54,860889.43,391029.95,92972.16,194913.39,87025.88,1614452.24,2,2,43,3
83,149878.4,15027.66,2,845.71,185144.59,206964.23,154282.43,277520.22,11239.64,637463.74,3,0,80,0
42,217152.92,40432.6,1,3213.6,442208.52,2150327.79,1075163.9,293878.13,60584.16,1148607.72,1,2,53,1
81,48289.44,23404.32,2,2547.49,237508.74,48551.97,35429.81,31690.0,10545.53,647506.51,1,3,15,1
59,270186.79,5663.7,1,827.08,317350.19,226137.94,162819.32,358926.14,6046.21,526534.44,2,1,154,3
61,282658.49,30651.24,1,10127.28,436116.47,989380.39,512232.4,227346.98,57308.34,588222.31,1,4,85,1
20,175521.36,9585.66,2,3226.24,214473.24,1065362.14,532681.07,288300.04,23692.05,1671865.9,2,2,124,1
31,213129.57,23237.64,2,1001.33,1763047.52,410132.13,135747.96,122461.99,72143.84,2325135.83,3,4,72,2
34,261816.27,28229.28,1,4348.32,1836558.92,519403.27,133267.94,179262.47,40575.97,813538.43,3,2,6,3
76,75930.86,7457.45,1,1113.26,533779.39,682905.65,248329.33,251640.38,31097.78,639038.61,3,2,10,1
49,163181.15,32889.56,1,3657.24,599145.38,426895.02,235154.04,122822.76,5290.65,257602.64,0,4,63,0
62,402718.11,58736.61,1,4112.85,363138.89,476277.95,339266.48,341354.28,21843.91,693155.05,1,4,146,1
33,119834.04,25225.64,1,3593.7,591959.93,743986.89,631261.61,109418.68,21892.38,449730.43,1,4,4,3
54,250558.76,32556.72,3,5972.8,1942324.68,1559826.73,369958.9,428352.42,97581.56,2373523.59,1,0,76,3
55,62219.79,47300.66,3,3792.74,471715.32,386699.09,526710.83,170814.32,30641.89,527962.84,3,4,175,3
77,397164.13,49446.89,2,3240.93,599879.42,111414.82,67722.74,23659.27,52333.49,1182052.19,0,4,193,1
78,39423.04,2158.45,2,2591.01,117589.26,101502.37,29506.5,99141.85,11115.33,291629.87,1,4,46,2
37,166689.87,31920.69,1,1222.32,628951.86,49633.48,35205.14,15755.74,23300.63,1122124.12,3,1,145,1
85,48752.34,3059.1,2,374.59,35853.89,195007.86,185866.86,102196.3,13103.04,259100.93,2,2,21,0
83,89464.3,11944.34,1,4591.15,414692.23,837966.41,309402.98,402223.87,19344.38,291862.14,0,2,36,1
77,282572.6,14326.61,1,4963.57,126525.55,238663.83,70812.34,128275.25,646.28,549063.51,2,4,35,0
83,179434.37,4757.76,3,3449.09,391545.22,224823.63,284776.6,95325.22,9890.3,730708.22,0,3,28,1
24,62120.6,21625.39,1,396.49,72333.82,306455.37,206857.38,58711.74,17257.39,747957.96,1,4,131,0
73,352712.99,34144.88,2,555.53,458236.2,204597.05,168491.69,272234.43,12230.17,670824.15,1,2,72,3
79,60765.2,27461.04,1,4526.79,662455.37,904884.79,331055.41,210404.11,59849.61,1808460.91,3,2,89,1
71,142846.08,27466.8,2,1542.69,261710.5,177967.69,201307.72,88633.74,2871.27,395005.87,0,2,180,1
19,149706.46,36166.32,1,1326.96,1089480.67,71388.98,44336.31,32658.58,31755.38,1158408.04,2,4,167,2
77,295482.46,53716.96,1,2226.59,274761.43,116494.45,124010.22,60689.85,175.14,564437.39,3,4,93,0
56,51486.64,3271.8,1,649.25,772340.31,412699.06,114638.63,210771.31,17877.91,232139.96,1,2,10,3
51,273949.8,15299.84,1,3148.01,57776.86,663967.56,353541.17,524016.99,4461.32,103683.15,2,3,118,0
48,45140.55,11706.09,1,2462.72,1111816.82,71222.11,49721.09,14849.14,15651.8,634584.01,1,2,20,2
30,75934.17,23153.4,1,1872.23,78656.82,638053.51,188607.01,214811.35,39756.52,1100503.87,1,3,47,3
31,331238.88,8925.0,2,10573.18,573374.91,563684.97,228997.02,78915.9,96109.57,1239125.38,2,2,58,3
67,329938.29,23935.52,2,4935.2,320711.89,603889.38,578008.4,313159.78,41533.79,467754.0,0,3,193,2
31,210111.51,37398.0,1,2337.17,0.0,81827.2,65013.39,28247.2,447.96,1162832.42,3,2,95,2
70,157704.75,24987.6,1,3820.5,302979.15,125832.49,93954.92,76036.38,15133.5,750982.05,0,2,49,3
50,131067.01,15853.86,3,968.7,127564.75,218455.09,136997.26,214604.36,14572.39,170368.78,0,4,53,3
65,152758.55,6696.93,2,6555.08,1246385.77,1027108.39,717871.45,467720.86,61272.11,1238029.97,2,4,41,0
82,121607.69,6142.4,1,1114.56,333286.56,82101.24,42692.64,33387.84,17758.08,200671.2,3,2,117,1
39,88405.39,15785.68,1,1863.76,399897.77,372862.0,403094.06,124959.16,1331.76,621081.35,3,1,115,3
24,236726.0,46291.63,1,4390.73,141978.37,2261814.33,1210548.51,431974.68,7244.58,2380418.09,2,4,43,0
22,253601.62,49237.65,1,6694.69,335206.22,484219.57,285434.69,134562.07,12308.22,1488519.84,0,2,30,0
78,139988.22,11940.28,1,2725.87,935799.48,124273.65,26695.82,36600.89,26586.85,269082.0,1,2,167,1
80,315625.9,7689.95,1,3854.92,173071.87,290695.76,349743.33,107602.85,21933.25,413073.87,0,2,129,2
65,218227.83,6990.74,1,1760.51,901417.14,950183.96,375654.12,270691.94,38060.19,1132352.82,1,2,98,2
30,275308.09,7913.36,1,10883.25,2290528.53,1114463.81,221311.96,478033.84,10609.95,462554.98,0,4,36,1
54,325866.66,6405.63,2,6912.26,136488.84,600544.06,233544.91,374116.71,35695.6,948872.23,0,4,179,0
58,98369.29,3050.25,1,1441.89,213195.07,376150.25,235795.68,198629.79,23821.78,312562.61,3,4,89,1
50,312862.55,4803.99,3,601.28,1650803.86,1344990.1,502003.35,525303.88,5800.83,969603.15,0,2,0,2
82,196324.95,19666.68,3,1337.31,1576657.16,1489199.09,586983.58,285013.14,12574.71,1610318.71,1,4,131,1
31,46525.22,5173.56,1,1349.77,381700.42,116082.89,61455.65,40560.73,17195.67,597224.79,1,4,133,1
81,397666.92,41829.06,2,1042.75,483400.01,512980.16,227991.18,597988.3,26417.66,74992.06,3,0,78,1
59,376968.38,12973.5,1,10157.22,1144147.98,1016581.36,264589.67,306506.24,12775.37,1491093.26,3,1,4,3
21,123963.05,43109.22,2,158.32,440826.57,122419.71,92351.71,77124.42,15937.63,114037.59,2,2,119,1
76,154172.7,4635.45,1,2203.99,59079.38,96969.34,53679.45,124259.28,6013.98,157943.52,0,1,78,0
49,246513.16,6769.95,1,3692.92,1371805.05,1429313.73,479841.04,438288.85,48423.76,1696621.08,2,4,153,1
26,64025.91,11174.24,3,1681.68,248474.4,269465.47,293648.27,50265.67,11272.06,398887.63,0,2,33,0
35,36068.28,10710.63,1,2142.75,259023.06,609456.53,266317.14,240914.58,18912.68,753173.79,0,2,75,2
81,316841.8,24151.77,1,1710.53,953280.06,82393.98,64084.21,51358.92,43798.9,302227.65,2,4,92,1
53,80536.42,5747.28,1,1052.95,33894.93,102083.15,68470.41,56021.24,16303.67,120441.5,3,1,127,2
28,74280.15,28989.03,1,2928.39,50051.62,123393.78,161361.1,73656.6,23082.64,275544.03,0,2,62,3
42,111739.68,7947.32,1,1404.71,31372.2,432454.77,149860.56,253264.35,22981.18,498825.24,2,4,144,0
78,294401.25,17782.4,1,5760.92,1008739.02,711169.74,495278.92,115946.07,45112.52,1579399.99,1,1,100,1
36,482954.96,27744.44,2,4984.56,933423.72,505423.79,581237.35,292471.9,28669.78,962448.43,2,4,42,0
47,52279.76,21017.76,2,2159.14,976660.42,1047262.45,310299.98,367705.48,11617.34,338329.22,1,4,103,1
65,73154.79,28365.12,1,6759.92,860465.42,1636294.1,597876.69,809650.91,5187.44,730930.64,1,1,109,1
65,87806.88,13886.36,2,1428.19,204238.4,605981.98,207309.63,369649.01,15754.08,737892.59,3,2,42,2
31,88949.54,27995.1,2,4221.28,346791.76,1620734.08,719200.75,361322.4,8257.2,1128023.68,1,4,132,1
